CustomerID	Customer	City	Country	Region	Longitude	Latitude	Geocoordinates
1001	King Tempore & Co.	Dallas	USA	Americas	-96.7313396	32.8206645	-96.7313396,32.8206645
1002	Schiller Optio GmbH	New York	USA	Americas	-73.9780035	40.7056308	-73.9780035,40.7056308
1003	McGlynn Enim Plc	Birmingham	United Kingdom	Europe	-1.8636315	52.4774376	-1.8636315,52.4774376
1004	Towne Eaque Ltd.	Birmingham	United Kingdom	Europe	-1.8636315	52.4774376	-1.8636315,52.4774376
1005	Lockman Quisquam Ltd.	Birmingham	Canada	Americas	-73.7120832	45.5601062	-73.7120832,45.5601062
1006	Torphy Rerum GmbH	New York	USA	Americas	-73.9780035	40.7056308	-73.9780035,40.7056308
1007	Auer Qui Plc	Birmingham	USA	Americas	-77.014576	38.8935965	-77.014576,38.8935965
1008	Armstrong Placeat GmbH	Birmingham	USA	Americas	-96.7313396	32.8206645	-96.7313396,32.8206645
1009	Bergnaum Repudiandae GmbH	New York	USA	Americas	-73.9780035	40.7056308	-73.9780035,40.7056308
1010	Konopelski Voluptatem GmbH	London	United Kingdom	Europe	-0.1015987	51.5286416	-0.1015987,51.5286416
1011	Torp Quibusdam GmbH	Birmingham	United Kingdom	Europe	-2.2235922	53.4722454	-2.2235922,53.4722454
1012	Kuhic Ipsum Plc	Birmingham	USA	Americas	-77.014576	38.8935965	-77.014576,38.8935965
1013	Reichert Laudantium Ltd.	Birmingham	France	Europe	2.3470599	48.8588589	2.3470599,48.8588589
1014	Zboncak Id GmbH	Birmingham	USA	Americas	-118.4117325	34.0204989	-118.4117325,34.0204989
1015	O'Conner Sed GmbH	Birmingham	India	Asia/Pac	72.8812042	19.0822507	72.8812042,19.0822507
1016	Dietrich Eius GmbH	Birmingham	USA	Americas	-77.014576	38.8935965	-77.014576,38.8935965
1017	Braun Iusto GmbH	Birmingham	Canada	Americas	-123.123904	49.2569425	-123.123904,49.2569425
1018	Simonis Iure Ltd.	Birmingham	USA	Americas	-118.4117325	34.0204989	-118.4117325,34.0204989
1019	Blick Commodi Inc.	Birmingham	France	Europe	5.405139	43.2803905	5.405139,43.2803905
