OrderID	OrderDate	CustomerID	ProductID	DateID	Quantity	SalesPrice	LineValue
A1	05/01/2010	1192	107	40183	28	$64.82	1814.96
A2	24/01/2012	1088	111	40932	18	30.33	545.94
A2	24/01/2012	1088	136	40932	49	67.94	3329.06
A4	07/06/2011	1172	110	40701	22	$69.42	1527.24
A4	07/06/2011	1172	131	40701	21	$3.88	81.48
A5	20/10/2014	1169	138	41932	34	33.88	1151.92
A7	23/12/2009	1132	119	40170	51	$50.08	2554.08
A7	23/12/2009	1132	124	40170	16	$83.59	1337.44
A7	23/12/2009	1132	146	40170	50	7.19	359.5
A8	15/10/2011	1189	101	40831	6	$98.79	592.74
A8	15/10/2011	1189	104	40831	68	$39.98	2718.64
A8	15/10/2011	1189	105	40831	32	$68.69	2198.08
A8	15/10/2011	1189	105	40831	73	$68.69	5014.37
A8	15/10/2011	1189	108	40831	37	$14.44	534.28
A8	15/10/2011	1189	108	40831	41	$14.44	592.04
A8	15/10/2011	1189	113	40831	68	$49.99	3399.32
A8	15/10/2011	1189	117	40831	62	66.62	4130.44
A8	15/10/2011	1189	120	40831	17	1.67	28.39
A8	15/10/2011	1189	120	40831	28	1.67	46.76
A8	15/10/2011	1189	122	40831	22	106.94	2352.68
A8	15/10/2011	1189	122	40831	60	106.94	6416.4
A8	15/10/2011	1189	123	40831	8	$14.99	119.92
A8	15/10/2011	1189	124	40831	49	$83.59	4095.91
A8	15/10/2011	1189	126	40831	44	$80.30	3533.2
A8	15/10/2011	1189	134	40831	76	$20.41	1551.16
A8	15/10/2011	1189	135	40831	58	64.21	3724.18
A8	15/10/2011	1189	136	40831	5	67.94	339.7
A8	15/10/2011	1189	136	40831	20	67.94	1358.8
A8	15/10/2011	1189	138	40831	1	33.88	33.88
A8	15/10/2011	1189	139	40831	45	$44.70	2011.5
A8	15/10/2011	1189	141	40831	8	$80.38	643.04
A8	15/10/2011	1189	144	40831	65	$126.42	8217.3
A8	15/10/2011	1189	145	40831	71	$53.86	3824.06
A9	03/09/2011	1039	101	40789	75	$98.79	7409.25
A9	03/09/2011	1039	102	40789	20	$3.77	75.4
A9	03/09/2011	1039	103	40789	7	86.24	603.68
A9	03/09/2011	1039	103	40789	21	86.24	1811.04
A9	03/09/2011	1039	103	40789	60	86.24	5174.4
A9	03/09/2011	1039	104	40789	31	$39.98	1239.38
A9	03/09/2011	1039	105	40789	34	$68.69	2335.46
A9	03/09/2011	1039	106	40789	50	$96.27	4813.5
A9	03/09/2011	1039	109	40789	52	$129.52	6735.04
A9	03/09/2011	1039	110	40789	26	$69.42	1804.92
A9	03/09/2011	1039	112	40789	20	54.84	1096.8
A9	03/09/2011	1039	115	40789	22	$91.00	2002
A9	03/09/2011	1039	116	40789	25	51.88	1297
A9	03/09/2011	1039	117	40789	76	66.62	5063.12
A9	03/09/2011	1039	118	40789	24	$99.26	2382.24
A9	03/09/2011	1039	119	40789	26	$50.08	1302.08
A9	03/09/2011	1039	121	40789	56	$48.97	2742.32
A9	03/09/2011	1039	126	40789	26	$80.30	2087.8
A9	03/09/2011	1039	126	40789	35	$80.30	2810.5
A9	03/09/2011	1039	130	40789	26	$104.00	2704
A9	03/09/2011	1039	133	40789	3	111.18	333.54
A9	03/09/2011	1039	135	40789	62	64.21	3981.02
A9	03/09/2011	1039	136	40789	37	67.94	2513.78
A9	03/09/2011	1039	136	40789	43	67.94	2921.42
A9	03/09/2011	1039	140	40789	34	19.42	660.28
A9	03/09/2011	1039	145	40789	8	$53.86	430.88
A9	03/09/2011	1039	147	40789	69	$80.28	5539.32
A10	29/11/2013	1142	112	41607	17	54.84	932.28
A10	29/11/2013	1142	112	41607	51	54.84	2796.84
A10	29/11/2013	1142	122	41607	46	106.94	4919.24
A10	29/11/2013	1142	137	41607	63	$10.33	650.79
A10	29/11/2013	1142	141	41607	23	$80.38	1848.74
A11	02/03/2011	1060	144	40604	27	$126.42	3413.34
A12	11/09/2013	1193	115	41528	19	$91.00	1729
A13	16/08/2010	1187	131	40406	9	$3.88	34.92
A16	05/05/2010	1187	116	40303	39	51.88	2023.32
A21	16/01/2010	1152	106	40194	49	$96.27	4717.23
A21	16/01/2010	1152	124	40194	67	$83.59	5600.53
A21	16/01/2010	1152	124	40194	69	$83.59	5767.71
A22	14/08/2013	1189	130	41500	50	$104.00	5200
A23	23/08/2011	1099	116	40778	8	51.88	415.04
A23	23/08/2011	1099	146	40778	7	7.19	50.33
A26	20/09/2009	1065	104	40076	35	$39.98	1399.3
A26	20/09/2009	1065	105	40076	30	$68.69	2060.7
A26	20/09/2009	1065	111	40076	58	30.33	1759.14
A26	20/09/2009	1065	112	40076	94	54.84	5154.96
A26	20/09/2009	1065	112	40076	95	54.84	5209.8
A26	20/09/2009	1065	113	40076	37	$49.99	1849.63
A26	20/09/2009	1065	116	40076	12	51.88	622.56
A26	20/09/2009	1065	116	40076	46	51.88	2386.48
A26	20/09/2009	1065	116	40076	58	51.88	3009.04
A26	20/09/2009	1065	120	40076	38	1.67	63.46
A26	20/09/2009	1065	122	40076	64	106.94	6844.16
A26	20/09/2009	1065	123	40076	22	$14.99	329.78
A26	20/09/2009	1065	123	40076	59	$14.99	884.41
A26	20/09/2009	1065	124	40076	20	$83.59	1671.8
A26	20/09/2009	1065	124	40076	60	$83.59	5015.4
A26	20/09/2009	1065	129	40076	95	14.13	1342.35
A26	20/09/2009	1065	132	40076	35	$96.35	3372.25
A26	20/09/2009	1065	135	40076	67	64.21	4302.07
A26	20/09/2009	1065	137	40076	60	$10.33	619.8
A26	20/09/2009	1065	140	40076	35	19.42	679.7
A26	20/09/2009	1065	141	40076	83	$80.38	6671.54
A26	20/09/2009	1065	143	40076	61	66.49	4055.89
A26	20/09/2009	1065	144	40076	35	$126.42	4424.7
A26	20/09/2009	1065	144	40076	51	$126.42	6447.42
A26	20/09/2009	1065	147	40076	68	$80.28	5459.04
A27	23/01/2009	1180	116	39836	48	51.88	2490.24
A29	29/12/2011	1129	114	40906	7	$110.16	771.12
A29	29/12/2011	1129	117	40906	17	66.62	1132.54
A29	29/12/2011	1129	120	40906	2	1.67	3.34
A29	29/12/2011	1129	123	40906	38	$14.99	569.62
A29	29/12/2011	1129	130	40906	25	$104.00	2600
A29	29/12/2011	1129	134	40906	30	$20.41	612.3
A30	09/02/2011	1149	108	40583	49	$14.44	707.56
A30	09/02/2011	1149	135	40583	15	64.21	963.15
A30	09/02/2011	1149	143	40583	47	66.49	3125.03
A32	04/09/2012	1086	125	41156	22	79.24	1743.28
A32	04/09/2012	1086	129	41156	23	14.13	324.99
A33	24/09/2010	1069	109	40445	62	$129.52	8030.24
A33	24/09/2010	1069	110	40445	16	$69.42	1110.72
A33	24/09/2010	1069	112	40445	14	54.84	767.76
A33	24/09/2010	1069	122	40445	59	106.94	6309.46
A33	24/09/2010	1069	126	40445	33	$80.30	2649.9
A33	24/09/2010	1069	130	40445	9	$104.00	936
A33	24/09/2010	1069	135	40445	43	64.21	2761.03
A33	24/09/2010	1069	137	40445	15	$10.33	154.95
A33	24/09/2010	1069	144	40445	41	$126.42	5183.22
A33	24/09/2010	1069	147	40445	22	$80.28	1766.16
A34	15/10/2009	1019	110	40101	46	$69.42	3193.32
A34	15/10/2009	1019	112	40101	2	54.84	109.68
A34	15/10/2009	1019	114	40101	15	$110.16	1652.4
A34	15/10/2009	1019	118	40101	17	$99.26	1687.42
A34	15/10/2009	1019	140	40101	22	19.42	427.24
A34	15/10/2009	1019	141	40101	54	$80.38	4340.52
A35	08/10/2011	1076	103	40824	18	86.24	1552.32
A35	08/10/2011	1076	110	40824	32	$69.42	2221.44
A35	08/10/2011	1076	111	40824	73	30.33	2214.09
A35	08/10/2011	1076	113	40824	66	$49.99	3299.34
A35	08/10/2011	1076	113	40824	75	$49.99	3749.25
A35	08/10/2011	1076	119	40824	39	$50.08	1953.12
A35	08/10/2011	1076	119	40824	51	$50.08	2554.08
A35	08/10/2011	1076	125	40824	76	79.24	6022.24
A35	08/10/2011	1076	131	40824	26	$3.88	100.88
A35	08/10/2011	1076	136	40824	61	67.94	4144.34
A35	08/10/2011	1076	138	40824	13	33.88	440.44
A35	08/10/2011	1076	145	40824	58	$53.86	3123.88
A35	08/10/2011	1076	148	40824	19	$108.29	2057.51
A35	08/10/2011	1076	148	40824	64	$108.29	6930.56
A37	19/08/2012	1172	102	41140	41	$3.77	154.57
A37	19/08/2012	1172	102	41140	78	$3.77	294.06
A37	19/08/2012	1172	104	41140	12	$39.98	479.76
A37	19/08/2012	1172	105	41140	68	$68.69	4670.92
A37	19/08/2012	1172	113	41140	6	$49.99	299.94
A37	19/08/2012	1172	117	41140	3	66.62	199.86
A37	19/08/2012	1172	117	41140	9	66.62	599.58
A37	19/08/2012	1172	128	41140	7	$72.78	509.46
A37	19/08/2012	1172	128	41140	86	$72.78	6259.08
A37	19/08/2012	1172	130	41140	29	$104.00	3016
A37	19/08/2012	1172	135	41140	45	64.21	2889.45
A37	19/08/2012	1172	136	41140	12	67.94	815.28
A37	19/08/2012	1172	140	41140	8	19.42	155.36
A37	19/08/2012	1172	142	41140	13	$144.56	1879.28
A37	19/08/2012	1172	145	41140	68	$53.86	3662.48
A37	19/08/2012	1172	145	41140	96	$53.86	5170.56
A40	29/06/2013	1033	101	41454	21	$98.79	2074.59
A40	29/06/2013	1033	102	41454	5	$3.77	18.85
